st_gene_id	diffexp_log2fc_WT_48H-vs-MYC2_48H	diffexp_deseq2_pvalue_WT_48H-vs-MYC2_48H
TraesCS3D02G378200	1.867312336	6.88E-05
TraesCS3D02G187300	0.188186444	0.19738485
TraesCS4A02G325700	0.073666828	0.88154721
TraesCS2A02G489700	-0.049033698	0.539274314
TraesCS1B02G228000	-0.162884612	0.378855142
TraesCS2D02G137500	2.64470311	0.168679522
TraesCS7D02G343300	-0.241907997	0.004867855
TraesCS6A02G119900	0.005677594	0.922675169
TraesCS4D02G359000	-0.137162289	0.119750288
TraesCS5D02G506500	-0.435565958	0.109132064
TraesCS5D02G324700	-0.00097414	0.996598798
TraesCS4D02G021200	-0.112517208	0.355230746
TraesCS7B02G431800	1.362590443	0.358443514
TraesCS3A02G280800	0.937468485	0.203306383
TraesCS5B02G387800	0.060969393	0.531736107
TraesCS3A02G383500	0.181840849	0.055060266
TraesCS4B02G366200	-1.017829122	0.803021211
TraesCS3D02G123200	-0.158366863	0.222410565
TraesCS2A02G279600	-1.105537041	0.13153692
TraesCS3D02G147200	0.253865109	0.351185598
TraesCS5B02G179500	-0.281624124	0.831266856
TraesCS2A02G507800	-1.017829122	0.803021211
TraesCS5B02G402700	1.535499377	0.390120885
TraesCS6D02G294400	-0.089755784	0.971638206
TraesCS6A02G035100	1.402456646	0.114646123
TraesCS5A02G531900	-0.104006965	0.861178272
TraesCS4A02G124800	-0.191930498	0.073231346
TraesCS2D02G327700	0.072886336	0.794010314
TraesCS4A02G259500	0.379929919	0.481504232
TraesCS5A02G402600	-0.113392686	0.150615837
TraesCS4D02G309300	-0.291338428	0.004094884
TraesCS4B02G072300	1.055699069	0.322879938
TraesCS3B02G296400	0.150347262	0.524053204
TraesCS5D02G298600	0.306123675	0.129116874
TraesCS3A02G335000	-0.066460414	0.407608104
TraesCS4A02G428600	0.172351696	0.336026543
TraesCS5B02G454700	0.571311521	8.35E-07
TraesCS7B02G414200	-0.017075963	0.889682702
TraesCS7D02G466000	-0.03925985	0.632792381
TraesCS2B02G417100	NA	NA
TraesCS7A02G429100	0.642770377	0.515465167
TraesCS3A02G142200	-0.201753306	0.474278536
TraesCS1A02G390200	0.294325397	0.010925765
TraesCS3A02G537100	0.529331489	0.227942432
TraesCS4B02G331000	0.200184711	0.886672783
TraesCS4A02G282400	0.523934892	0.460363209
TraesCSU02G158800	0.041597875	0.636103125
TraesCS5D02G156400	0.246204884	0.682009049
TraesCS5B02G526000	0.829598062	0.00065075
TraesCS2B02G002100	-0.176292468	0.034950872
TraesCS4A02G476300	NA	NA
TraesCS1A02G215600	0.077731458	0.573597952
TraesCS2B02G382000	-0.000640395	0.997223081
TraesCS5B02G152300	0.124384198	0.074832043
TraesCS1B02G427100	-0.051669741	0.973680768
TraesCS1A02G282600	-0.394855029	0.075482078
TraesCS1D02G108800	-0.731773526	0.560332077
TraesCS5D02G100500	0.02005609	0.856297909
TraesCS5A02G222000	-0.731193523	0.568303136
TraesCS7D02G366600	0.355535635	0.000803112
TraesCS4A02G094000	-0.02004666	0.892629339
TraesCS4B02G200700	-1.538596833	0.516719057
TraesCS1D02G142100	-0.336108006	0.000744921
TraesCS3D02G290500	-0.066360296	0.799741332
TraesCS4B02G283300	-0.121162074	0.145785305
TraesCS7A02G002100	-10.17215671	1.26E-17
TraesCS7A02G371500	0.33307505	0.346805178
TraesCS7D02G275300	1.789983877	0.608457465
TraesCS7A02G094300	-0.156329846	0.863510777
TraesCSU02G068800	-0.056828733	0.685473685
TraesCS6D02G051300	-0.018380844	0.82297517
TraesCS5A02G424000	-0.05604432	0.986220765
TraesCS5B02G083600	0.099235769	0.366067254
TraesCS7B02G285200	0.097007975	0.512619018
TraesCS7D02G252700	-0.056213835	0.541186976
TraesCS3B02G127200	-0.19891528	0.787545286
TraesCS5A02G469200	0.225490086	0.038424562
TraesCS1D02G197500	-0.009800994	0.947160758
TraesCS3D02G301900	-0.939730909	0.722160383
TraesCS2D02G119300	NA	NA
TraesCS2D02G508600	0.450355253	0.108817429
TraesCS7A02G397900	0.504719817	0.203420318
TraesCS3D02G480900	0.049492979	0.852476563
TraesCS3B02G086700	0.069707722	0.889379594
TraesCS6A02G331900	0.02636322	0.835368237
TraesCS7A02G266700	-1.017829122	0.803021211
TraesCS7A02G472200	0.454150394	0.262919651
TraesCS4D02G191200	-0.160858154	0.310601389
TraesCS7A02G201800	0.90572423	0.824340734
TraesCS7A02G198200	-0.085440817	0.367802282
TraesCS7A02G436200	-0.145569587	0.293162839
TraesCS4D02G211500	-0.082186489	0.375794437
TraesCS3D02G137700	-0.124097049	0.443263468
TraesCS2B02G428000	-3.246196993	0.14943657
TraesCS1D02G078700	-0.860535797	0.423357099
TraesCS5A02G190600	-0.069525473	0.600362198
TraesCS5A02G054100	-0.026121329	0.792155332
TraesCS3A02G358400	NA	NA
TraesCS1A02G261100	NA	NA
TraesCS1D02G400400	NA	NA
TraesCS4A02G339500	0.167980421	0.399835086
TraesCS1B02G004600	0.952724091	0.56206999
TraesCS2B02G160500	-0.255060063	0.712210497
TraesCS7B02G318400	2.164541211	0.279707864
TraesCS5D02G285100	2.424865228	0.197696031
TraesCS4B02G302400	0.030901539	0.859444473
TraesCS6A02G187800	-0.101146844	0.211246697
TraesCS1B02G455700	-0.185888105	0.653445951
TraesCS7D02G208000	NA	NA
TraesCS6D02G134600	-0.036260563	0.921958298
TraesCS2A02G524000	1.153391272	0.447929945
TraesCS3B02G526000	0.160806228	0.088807449
TraesCS7B02G219700	-0.158979527	0.155613328
TraesCS5D02G331600	0.131501366	0.427609672
TraesCS6A02G308800	-0.115152871	0.300727914
TraesCS2D02G201300	-0.013338018	0.89303363
TraesCS2B02G478500	3.129662762	0.170166774
TraesCS7A02G383400	-0.631557311	0.032794358
TraesCS6B02G213600	-0.608410717	0.258485853
TraesCS3A02G038400	-0.996285375	0.20143204
TraesCS6A02G319100	-0.165343997	0.125343073
TraesCS6A02G124500	0.264652594	0.19473704
TraesCS4B02G110600	0.998220607	0.188382131
TraesCS3D02G292500	-0.35965841	0.001973043
TraesCS5B02G562400	-0.0445656	0.709696678
TraesCS6D02G301200	0.853476641	0.214842021
TraesCS3B02G034800	-0.524368274	0.084949431
TraesCS5B02G351000	-0.319177996	0.657944988
TraesCS7D02G261200	0.030171017	0.892417755
TraesCS1B02G283600	0.0419393	0.79905168
TraesCS2B02G049600	0.572520373	0.019868866
TraesCS5D02G084600	0.205994825	0.319227547
TraesCS4B02G049900	0.236296649	0.503527285
TraesCS5D02G336400	0.13233632	0.12802688
TraesCS2A02G021200	-1.378632089	0.284562265
TraesCS3B02G022300	0.485338059	0.209716769
TraesCS7D02G293100	-0.12137525	0.082463617
TraesCS1A02G170000	0.173414973	0.343778258
TraesCSU02G174900	0.0200814	0.916113094
TraesCS4B02G087300	-0.353075478	0.263163085
TraesCS2A02G513900	-0.988812026	0.000121154
TraesCS5D02G224300	NA	NA
TraesCS6A02G284000	0.90572423	0.824340734
TraesCS4B02G196000	0.90572423	0.824340734
TraesCS4A02G188100	NA	NA
TraesCS3A02G416900	-0.063544898	0.520757451
TraesCS4B02G298500	NA	NA
TraesCS1A02G283100	-0.058717474	0.963980194
TraesCS3D02G188700	-0.207656551	0.505179359
TraesCS4B02G032000	0.090089021	0.879223713
TraesCS7D02G422000	-0.389192642	0.585529296
TraesCS2B02G209800	-0.640421904	0.482910758
TraesCS2B02G041900	-0.15015259	0.630967375
TraesCS3D02G380500	0.086721183	0.905283515
TraesCS2D02G255900	-0.235474828	0.033829919
TraesCS5D02G219300	1.071882237	7.52E-05
TraesCS4B02G059600	0.184552209	0.533911679
TraesCS1B02G243100	1.128793216	0.166808906
TraesCS6B02G285300	NA	NA
TraesCS4A02G186600	0.698583462	0.382488719
TraesCS6D02G214400	0.352831677	0.176319972
TraesCS5D02G122600	-0.121630382	0.548295904
TraesCS4A02G477800	-0.122623914	0.390172557
TraesCS2D02G161200	-0.046880657	0.697810916
TraesCS7A02G007800	-3.724460123	0.0522961
TraesCS4D02G194800	0.05268722	0.826371555
TraesCS1B02G247000	-0.129723368	0.325710944
TraesCS7A02G173900	1.569028797	2.17E-18
TraesCS4B02G110800	0.052143049	0.787582063
TraesCS4A02G393600	0.169008304	0.289599698
TraesCS7D02G451600	0.011477133	0.956374029
TraesCS3A02G234100	-1.858493533	0.076442522
TraesCS7A02G154100	1.006059319	0.22796893
TraesCS6A02G163400	-0.282771373	0.24698027
TraesCS5B02G276300	-0.021027034	0.955268598
TraesCS3B02G016700	-1.965092244	0.084942704
TraesCS5B02G521500	0.148840265	0.599228152
TraesCS6D02G346900	1.279348735	0.491735634
TraesCS5D02G149200	0.048975264	0.862184082
TraesCS7B02G072300	-0.468853038	0.308716001
TraesCS2D02G394200	0.754158249	1.82E-05
TraesCSU02G086000	2.161786002	0.299966425
TraesCS7D02G047300	0.90572423	0.824340734
TraesCS1A02G192400	0.095411776	0.568618789
TraesCS1D02G089700	0.493138831	0.538813634
TraesCS6B02G012000	1.268570469	0.005687821
TraesCS7B02G106800	0.191645541	0.776361914
TraesCS1B02G065900	-0.20853542	0.131404442
TraesCS5D02G189000	0.177889887	0.786229667
TraesCS6D02G356700	-0.401407655	0.341487794
TraesCS1B02G336400	-0.287599415	0.128367931
TraesCS7D02G468100	0.843399382	0.764609571
TraesCS4A02G336300	-1.53545299	0.517367879
TraesCS2B02G446100	0.725279305	2.47E-11
TraesCS1B02G313100	0.184033139	0.267436022
TraesCS2A02G438900	0.031282785	0.865445753
TraesCS6B02G379800	0.90572423	0.824340734
TraesCS7D02G126300	0.065634802	0.592489369
TraesCS7B02G346700	-0.168221369	0.112616044
TraesCS5A02G098400	-0.002910864	0.980275252
TraesCS4D02G067300	-0.322828938	0.029939006
TraesCS5A02G252300	0.027043592	0.878676375
TraesCS5B02G070200	0.232002644	0.096459082
TraesCS4D02G075500	0.157885809	0.904336673
TraesCS3A02G441700	-0.055368196	0.915153841
TraesCS7B02G073600	-0.129131274	0.516730868
TraesCS3A02G270400	NA	NA
TraesCS4A02G120700	-0.015723296	0.898926493
TraesCS3A02G381400	-0.005694522	0.990269347
TraesCS5D02G403500	0.074430334	0.843831606
TraesCS4A02G252900	0.021842659	0.908623219
TraesCS7D02G482000	-0.09761771	0.594713809
TraesCS7A02G255000	0.263596124	0.26441924
TraesCS4B02G076800	0.044519681	0.796675305
TraesCS5D02G030600	-2.063300602	0.193507769
TraesCS3D02G475500	-0.023204626	0.905575956
TraesCS5B02G152000	0.23617023	0.346578862
TraesCS3A02G447500	-0.308188542	3.92E-07
TraesCS5B02G028200	-0.195870571	0.166142707
TraesCS6D02G030700	0.123029086	0.716748301
TraesCS2B02G522500	NA	NA
TraesCS7D02G492300	0.037148441	0.687765746
TraesCS2B02G386600	2.801751266	0.259749241
TraesCS1D02G189700	0.684686617	0.032767045
TraesCS3A02G178800	-0.054524852	0.700460554
TraesCS5D02G534100	0.090791387	0.515918469
TraesCS2D02G349100	-0.122455753	0.427100359
TraesCS7A02G304100	NA	NA
TraesCS1B02G362500	-1.074343595	0.428004826
TraesCS1A02G315200	-0.170026171	0.432266281
TraesCS6B02G302400	0.084400899	0.697011299
TraesCS5A02G494200	-0.264758549	0.342367025
TraesCS1D02G308200	-0.334925671	0.051455621
TraesCS7A02G498600	-0.055924969	0.960997684
TraesCS7D02G360400	0.063473254	0.845855944
TraesCS7B02G248800	-0.883516928	0.177127726
TraesCS3D02G184400	-0.119860691	0.804050077
TraesCS4D02G095600	-1.017829122	0.803021211
TraesCS1A02G364500	-0.202511156	0.03638595
TraesCS2D02G016700	-1.017829122	0.803021211
TraesCS1B02G461200	-0.041921202	0.884822201
TraesCS4B02G346300	0.080255482	0.731552448
TraesCS1D02G275000	0.002341743	0.987982184
TraesCS3A02G139600	0.048425489	0.92292807
TraesCSU02G054600	0.695346214	0.322845216
TraesCS2A02G234300	0.11874978	0.196130587
TraesCS5B02G318000	2.798960064	0.229433805
TraesCS4D02G091800	-0.385697587	0.722127018
TraesCS5A02G173200	0.90572423	0.824340734
TraesCS5A02G446500	-0.041064048	0.98564911
TraesCS4B02G102400	0.738508136	0.109563733
TraesCS4A02G338200	-0.213411518	0.837134544
TraesCS4B02G229900	-0.22723657	0.434980475
TraesCS1B02G179700	-0.268283943	0.70181791
TraesCSU02G103500	0.741822408	0.606311507
TraesCS1A02G108200	-0.371940667	0.435588429
TraesCS1A02G012600	1.121828667	0.401475141
TraesCS2D02G418100	-0.056211744	0.980303182
TraesCS6D02G298800	NA	NA
TraesCS4B02G396500	0.101539508	0.90230977
TraesCS1D02G440000	1.419193848	0.552669852
TraesCS1B02G173300	0.020137486	0.913970485
TraesCS3D02G240900	-0.061033076	0.368458677
TraesCS4A02G283000	-0.094035347	0.631099472
TraesCS7D02G320700	-0.340310753	0.317054274
TraesCS5D02G472400	0.010112745	0.885470397
TraesCS1A02G249200	0.391975578	0.538872858
TraesCS3A02G013300	0.776557372	0.101511802
TraesCS6A02G273900	0.68747962	0.468224354
TraesCS3A02G200600	0.110552505	0.6954102
TraesCS3B02G451200	0.005690768	0.960673611
TraesCS3D02G268000	0.239100968	0.478390616
TraesCS7A02G494400	-0.135876593	0.499186077
TraesCS6A02G265300	1.837391718	0.383266691
TraesCS4B02G379800	-0.09750149	0.553957672
TraesCS5D02G158800	0.053420239	0.468012817
TraesCS5B02G571600	-0.117070355	0.804184967
TraesCS3D02G092500	-0.149093374	0.521791379
TraesCS1D02G237900	0.628713405	0.634101927
TraesCS7D02G381600	-0.009170231	0.927287731
TraesCS7A02G031400	-0.35427695	0.000312669
TraesCS3A02G505100	-0.334260016	0.13599736
TraesCS4B02G208500	-0.163485263	0.275099081
TraesCS1B02G326200	-0.014218522	0.971107286
TraesCS4A02G149300	-0.253563145	0.053599748
TraesCS2A02G220000	NA	NA
TraesCS5D02G105300	0.15779394	0.594056267
TraesCS5D02G038800	-0.773654955	0.294540936
TraesCS7B02G388300	0.836695309	0.751548575
TraesCS3A02G473900	0.682474934	0.349120083
TraesCS7D02G340800	-0.225077368	0.50975592
TraesCS3D02G231800	NA	NA
TraesCS2A02G389500	0.081653353	0.801668354
TraesCS3A02G302800	0.040021031	0.795359043
TraesCS1B02G090000	0.758160782	0.610029924
TraesCS3D02G533500	1.275693131	0.492995593
TraesCS6A02G363100	0.414907043	1.88E-06
TraesCS3D02G136000	-1.104928428	0.142496944
TraesCS1A02G093100	-0.648085227	0.755292125
TraesCS7A02G184600	0.633310064	0.047984403
TraesCS6D02G064200	-0.73024291	0.340145523
TraesCS3A02G225200	0.257635383	0.045087644
TraesCS2B02G436700	NA	NA
TraesCS3A02G303600	-0.199657485	0.107210881
TraesCS5D02G269100	0.260494947	0.232560947
TraesCS3A02G181900	0.043595482	0.663901898
TraesCS5A02G181400	0.429568816	0.164644475
TraesCS7D02G018900	1.805640527	0.603498034
TraesCS1D02G276700	0.00401527	0.975330402
TraesCS1A02G069500	-0.250263933	0.523688305
TraesCS7A02G221300	0.03680234	0.958465583
TraesCS4B02G261200	-0.813634543	0.637833347
TraesCS7A02G512900	1.430517142	0.548676289
TraesCS3A02G085700	0.207709813	0.877878662
TraesCS1A02G343800	-0.23145607	0.836669631
TraesCS7A02G361600	-0.28096675	0.228803015
TraesCS7D02G323800	-0.139323388	0.648062589
TraesCS5A02G516000	-0.012605346	0.89275565
TraesCS2D02G403900	-1.017829122	0.803021211
TraesCS6A02G272700	0.140332895	0.253504575
TraesCS5A02G123100	NA	NA
TraesCS6B02G390900	-0.977795671	0.72559451
TraesCS7A02G235700	0.138193531	0.193525465
TraesCS1B02G322500	0.863835868	6.60E-06
TraesCS5D02G175000	-0.177484646	0.138247934
TraesCS2D02G465600	-1.017829122	0.803021211
TraesCS2B02G474200	0.843387266	0.763609369
TraesCS5D02G309300	-0.056044352	0.986251652
TraesCS2D02G034600	-0.330485679	0.171476348
TraesCS3A02G104400	0.529723316	0.512558648
TraesCS2A02G238000	-0.538541314	0.008195298
TraesCS2B02G330200	0.836683054	0.752516178
TraesCS3A02G277300	-0.290500914	0.238604107
TraesCS2D02G081600	1.797985593	0.576212367
TraesCS4A02G282600	0.90572423	0.824340734
TraesCS6B02G310600	0.367453773	6.02E-07
TraesCS5B02G294000	0.838612226	0.136847306
TraesCS5A02G120100	NA	NA
TraesCS3A02G188100	0.90572423	0.824340734
TraesCS3D02G361200	-1.062142213	0.437138796
TraesCS2B02G204300	0.152458398	0.8582061
TraesCS5D02G075500	1.086055407	0.073187192
TraesCS4B02G318300	0.027870103	0.866384223
TraesCS1D02G295700	-0.056488508	0.626366454
TraesCS3B02G150100	0.710910654	0.527136859
TraesCS5A02G483200	0.21483849	0.483733974
TraesCS5B02G202000	NA	NA
TraesCS5D02G425700	-0.620754919	0.2772021
TraesCS2B02G620800	-0.153893434	0.866762673
TraesCS7D02G402200	-0.104825597	0.457280421
TraesCS7D02G032400	-1.017829122	0.803021211
TraesCS5A02G302300	0.126565973	0.354200654
TraesCS5A02G332300	0.121494223	0.72947099
TraesCS1B02G237200	-0.166908361	0.393260449
TraesCS1D02G048900	1.692164065	3.07E-05
TraesCS4B02G326000	-0.415803549	0.13071733
TraesCS2B02G383800	NA	NA
TraesCS7D02G386600	0.878694757	9.84E-22
TraesCS4D02G236000	-0.153161375	0.750073203
TraesCS7A02G148800	0.605664093	0.458476968
TraesCS2A02G449000	-1.017829122	0.803021211
TraesCS6B02G319400	-0.199362463	0.155820449
TraesCS5B02G240400	-0.008187922	0.988978339
TraesCS4A02G093200	-0.226219456	0.594210534
TraesCS4A02G076400	0.115440194	0.296512225
TraesCS3A02G044400	0.496670486	0.116637502
TraesCS5A02G371900	-0.103407616	0.68076079
TraesCS3B02G073100	0.52812116	0.800043426
TraesCS1A02G050400	1.864496282	0.013631332
TraesCS4B02G326200	-1.89642402	0.582490248
TraesCS6D02G273800	NA	NA
TraesCS5A02G062900	0.429017569	0.441250704
TraesCS6B02G370200	NA	NA
TraesCS6B02G013700	-0.022309066	0.887668673
TraesCS2B02G206500	-0.095566743	0.729196856
TraesCS6B02G110000	0.095693176	0.651542848
TraesCS3A02G204300	-0.213891297	0.09360592
TraesCS2A02G120800	NA	NA
TraesCS7A02G103800	0.688534181	0.687485993
TraesCS1D02G111500	-0.043774167	0.795475387
TraesCS5D02G469600	4.123996833	0.017144978
TraesCSU02G134100	-1.017829122	0.803021211
TraesCS1B02G252700	-0.141971546	0.213756212
TraesCS1A02G355500	0.254393377	0.067006249
TraesCS5B02G396200	0.003621992	0.971034883
TraesCS4B02G363900	-1.07790805	7.57E-06
TraesCS1A02G240300	-0.159964924	0.67772084
TraesCS5D02G096600	-0.00633128	0.981523531
TraesCS2A02G212900	0.602244619	0.00497824
TraesCS5D02G368800	0.108541904	0.67053937
TraesCS2D02G264800	0.90572423	0.824340734
TraesCS2A02G495600	-0.405415328	0.12159342
TraesCS7A02G172500	0.228464674	0.701112503
TraesCS4B02G384400	-1.179756012	0.065271464
TraesCS3B02G456900	-0.156325922	0.857650818
TraesCS4B02G375900	-0.110197775	0.414145315
TraesCS2B02G578600	1.537517798	0.148665019
TraesCS7A02G274800	-0.459409789	0.79966471
TraesCS3A02G064100	-0.753419402	0.339303381
TraesCS2D02G279300	-0.014572946	0.871801007
TraesCS4D02G258100	-0.141396262	0.415360015
TraesCS3B02G243500	1.170325979	0.268078391
TraesCS3A02G465100	1.809345921	0.602321014
TraesCSU02G069500	1.32307019	0.000275977
TraesCS4A02G332100	-0.019856621	0.863438276
TraesCS4A02G290200	-0.859932129	0.003763538
TraesCS4D02G331600	-0.295915953	0.755370608
TraesCS2D02G400100	-0.636399668	0.771437308
TraesCS1A02G424500	NA	NA
TraesCS5A02G444900	7.124753097	1.86E-08
TraesCS5A02G260100	0.606123983	0.622215397
TraesCS1D02G236900	-1.538595331	0.516337188
TraesCS7D02G221800	-0.001805443	0.996207766
TraesCS1D02G091600	0.206364448	0.605631833
TraesCS3A02G167400	-0.011456005	0.957843488
TraesCS1B02G458800	0.90572423	0.824340734
TraesCS1A02G232900	-0.449548808	0.485709266
TraesCS2B02G406000	-1.017829122	0.803021211
TraesCS7B02G171400	-0.093430227	0.43572975
TraesCS1D02G421300	-0.088592692	0.488947029
TraesCS2A02G465600	0.071506341	0.880849664
TraesCS3B02G433900	0.916468544	5.45E-06
TraesCS1B02G035100	-3.75355765	0.000295899
TraesCS5B02G327500	0.001165122	0.991361776
TraesCSU02G207700	0.179756866	0.111250808
TraesCS2B02G204800	0.117602205	0.611704069
TraesCS4D02G106500	NA	NA
TraesCS7A02G076900	0.166459112	0.854885037
TraesCS4B02G192000	-0.213605627	0.486616009
TraesCS3A02G280500	0.091272842	0.506448076
TraesCS4A02G315200	1.129311514	0.070855161
TraesCS6D02G078000	-0.042742227	0.707807353
TraesCS2A02G284200	-0.034445704	0.72840392
TraesCS2B02G505600	0.052726964	0.649154998
TraesCS3D02G405200	0.234495041	0.348275588
TraesCS6D02G386700	0.139314031	0.751515611
TraesCS1D02G287000	NA	NA
TraesCS4A02G275700	-0.049141835	0.753708922
TraesCS1B02G398000	NA	NA
TraesCS7D02G404200	NA	NA
TraesCS2D02G076100	-0.957059971	0.716331525
TraesCS3D02G373200	0.553749086	0.010115817
TraesCS4A02G205100	0.51567285	0.039667593
TraesCS4D02G363500	NA	NA
TraesCS4A02G229100	-0.194413485	0.703799993
TraesCS3A02G065200	NA	NA
TraesCS5D02G226200	-0.023121646	0.950713933
TraesCS7D02G101800	-0.045372001	0.795179104
TraesCS6A02G022300	-0.032140477	0.77610375
TraesCS6A02G134600	-1.537011055	0.496912694
TraesCS5A02G146000	-0.325291016	0.000251605
TraesCS7D02G290100	0.006689163	0.949334772
TraesCS3A02G162300	NA	NA
TraesCS5D02G390700	0.658602616	0.085758854
TraesCS4B02G314600	0.021209485	0.911652819
TraesCS5D02G466800	-0.090453621	0.203289872
TraesCS7D02G416000	-0.032811855	0.80452634
TraesCS3A02G484862	2.520127574	0.019704771
TraesCS5D02G289500	0.191109738	0.643332261
TraesCS3A02G072000	-0.918483066	0.004079222
TraesCS1B02G348900	-0.15532972	0.648017587
TraesCS7A02G288600	NA	NA
TraesCS3B02G001600	-0.143331788	0.630044789
TraesCS3B02G332900	0.099018065	0.633689038
TraesCS1D02G006000	0.523369204	0.794093931
TraesCS2D02G546800	-0.056044331	0.986231787
TraesCS1D02G032700	0.341413479	0.005732888
TraesCS3A02G452200	-1.017829122	0.803021211
TraesCS2B02G299700	-0.04710319	0.762679069
TraesCS1D02G165100	-0.072265072	0.484329546
TraesCS2D02G251700	-0.6429301	0.661363836
TraesCS7A02G094800	-0.228450331	0.398802679
TraesCS5A02G269100	-0.08826565	0.266676221
TraesCS1D02G403100	-0.624661196	0.764777722
TraesCS6A02G087600	-0.346073227	0.002536482
TraesCS6B02G362400	0.463553808	0.027154632
TraesCS2B02G063600	0.90572423	0.824340734
TraesCS4D02G049300	NA	NA
TraesCS6B02G260400	NA	NA
TraesCS3D02G475600	0.101081288	0.750760146
TraesCS5A02G078600	-0.210507978	0.339569951
TraesCS3A02G277000	NA	NA
TraesCS6D02G349500	-0.795285932	0.236340262
TraesCS3D02G278800	-0.032513224	0.7705467
TraesCS6D02G348800	-0.059065981	0.9211064
TraesCS7B02G181500	-0.118244338	0.465261286
TraesCS2D02G392200	-1.554399885	0.132321156
TraesCS4D02G254100	-0.084662806	0.365823413
TraesCS3D02G222900	-0.133510525	0.435885175
TraesCS6B02G294700	-0.143058941	0.032818657
TraesCS3B02G264400	0.112433595	0.883919107
TraesCS5D02G340400	-0.297090922	0.003972527
TraesCS2A02G346000	0.26192787	0.007256528
TraesCS7B02G363500	1.724272476	0.052894746
TraesCS1D02G235500	0.685287402	0.677528233
TraesCS4A02G166500	-0.02369701	0.839482535
TraesCS2A02G376500	NA	NA
TraesCS3D02G536200	0.382536205	0.054482361
TraesCS4A02G148200	0.054566166	0.593726289
TraesCS5A02G450700	0.90572423	0.824340734
TraesCS5A02G253700	-0.035390682	0.85923513
TraesCS3D02G446200	-0.031280822	0.832904866
TraesCS7A02G568000	-0.508977195	0.647313148
TraesCS3D02G103900	-0.074938815	0.563120636
TraesCS6B02G203000	1.952002309	0.015249299
TraesCS2A02G268600	-0.212767338	0.024245405
TraesCS5D02G050700	NA	NA
TraesCS1D02G260400	-0.056973108	0.576416311
TraesCS6B02G118800	-1.919632497	0.543902086
TraesCS4A02G259200	NA	NA
TraesCS2D02G294000	-0.000136409	0.999500288
TraesCS1B02G159400	0.120046164	0.246724286
TraesCS3A02G352800	0.156314275	0.184169971
TraesCS7D02G455400	-0.13232446	0.800669273
TraesCS7B02G285600	0.859263424	0.340874291
TraesCS6B02G416400	-1.017829122	0.803021211
TraesCS1D02G396800	-0.008217457	0.945035083
TraesCS5D02G130200	0.025458879	0.812146029
TraesCS2D02G507900	-0.354000725	0.01892438
TraesCS3A02G402800	0.177183267	0.768209
TraesCS6D02G014400	-0.166535906	0.186109836
TraesCS2A02G467700	0.801575426	8.85E-05
TraesCS3D02G368500	NA	NA
TraesCS3D02G346900	0.187441832	0.081743759
TraesCS7B02G163700	-0.05604432	0.986220765
TraesCS4A02G480400	-0.542145789	0.246903508
TraesCS4B02G052900	-0.153160327	0.857542546
TraesCSU02G050200	NA	NA
TraesCS4B02G380200	0.014398903	0.83211954
TraesCS1B02G461400	0.439072521	0.748007237
TraesCS1A02G240200	-0.112973105	0.803171235
TraesCSU02G204000	-4.803368455	0.172469984
TraesCS3B02G483700	0.237131292	0.318513973
TraesCS3B02G594700	-2.307646947	0.55991716
TraesCS4A02G357200	-0.628249886	8.89E-09
TraesCS2D02G276900	0.041167668	0.672365172
TraesCS7D02G055300	NA	NA
TraesCS5A02G496900	0.230111593	0.219560961
TraesCS7A02G265200	-0.080230564	0.604457548
TraesCS1D02G351300	0.244511418	0.239684573
TraesCS1B02G400900	-1.52091735	0.548466668
TraesCS5A02G240400	-0.43870796	0.653483337
TraesCS6D02G319900	0.388698467	0.134173037
TraesCS6D02G244300	0.028840485	0.749620093
TraesCS4A02G400200	0.03000917	0.847276434
TraesCS4D02G113300	-0.273680916	0.076875396
TraesCS1B02G326700	-0.026862117	0.892444306
TraesCS1A02G113700	0.017094128	0.954322485
TraesCS3A02G184000	-0.028241231	0.730190794
TraesCS4B02G077200	0.038931527	0.863705739
TraesCS5B02G275000	0.125390984	0.807421574
TraesCS6A02G197800	0.06355662	0.47506266
TraesCS2B02G201500	1.134948015	0.248033214
TraesCS4A02G098500	0.114899835	0.14815078
TraesCS5D02G166900	-0.040664815	0.597953171
TraesCS1D02G064800	-1.017829122	0.803021211
TraesCS7D02G254400	0.117210196	0.64351923
TraesCS1D02G128000	-1.136243824	0.001028623
TraesCS4D02G078800	-0.941446161	0.737318619
TraesCS6D02G326700	-0.071941317	0.497593579
TraesCS1D02G174000	-0.018506022	0.817846776
TraesCS1B02G452100	0.113270504	0.107089217
TraesCS6B02G225500	0.059829299	0.857114148
TraesCS3B02G433000	0.464085198	2.00E-06
TraesCS5A02G226200	0.445670488	0.455598484
TraesCS7A02G220600	0.129694664	0.516044908
TraesCS5A02G198500	0.523188359	0.509677783
TraesCS5D02G143000	-0.733804561	0.250821056
TraesCS6D02G067900	0.369404309	0.702745739
TraesCS7B02G453500	-0.507045939	0.581840807
TraesCS5A02G282200	0.097310116	0.376254568
TraesCS5D02G115900	-0.404689301	0.011139337
TraesCS3B02G391820	-0.251903512	0.835366509
TraesCS6B02G154700	0.845392559	0.014556971
TraesCS1B02G327800	0.112208784	0.360097464
TraesCS5D02G400800	0.214187212	0.106059648
TraesCS4D02G068200	-0.138823581	0.258048493
TraesCS2A02G480100	-0.837416174	0.216996415
TraesCS3A02G250700	0.468672068	0.035663339
